hex,accommodation,sports,public,company,healthcare,residense,government,life,technology,shop,finance,landscape,dining
873082490ffffff,0.105263158,0.210526316,1.736842105,1.157894737,0.368421053,0.105263158,0.789473684,0.315789474,0.263157895,0.105263158,0,0.157894737,0.315789474
873082491ffffff,0.052631579,0.105263158,1.421052632,0.473684211,0.052631579,0,0.263157895,0.263157895,0.157894737,0.105263158,0,0.157894737,0.105263158
873082492ffffff,0.421052632,0.578947368,1.789473684,1.684210526,0.578947368,0.368421053,1.210526316,0.473684211,0.631578947,0.315789474,0.105263158,0.947368421,0.894736842
873082493ffffff,0.105263158,0.157894737,2.105263158,0.684210526,0.315789474,0.157894737,0.526315789,0.421052632,0.368421053,0.210526316,0.105263158,0.684210526,0.210526316
873082494ffffff,0.052631579,0.157894737,1.157894737,1.105263158,0.315789474,0,0.526315789,0.315789474,0.210526316,0.105263158,0,0.105263158,0.263157895
873082495ffffff,0.052631579,0.105263158,0.631578947,0.473684211,0.052631579,0,0.105263158,0.263157895,0.105263158,0.105263158,0,0.105263158,0.105263158
873082496ffffff,0.105263158,0.263157895,1.684210526,1.421052632,0.368421053,0.105263158,0.842105263,0.315789474,0.263157895,0.105263158,0,0.105263158,0.315789474
8730824b2ffffff,0.052631579,0.105263158,0.578947368,1.052631579,0.315789474,0,0.473684211,0.315789474,0.157894737,0.052631579,0,0.105263158,0.157894737
8730824b3ffffff,0.052631579,0.052631579,0.105263158,0.368421053,0.052631579,0,0.052631579,0.263157895,0.105263158,0.052631579,0,0.105263158,0
873090209ffffff,0.157894737,0.052631579,1.105263158,1.631578947,0.421052632,0.368421053,1.263157895,0.578947368,0.368421053,0.052631579,0.263157895,0.157894737,0.789473684
87309020dffffff,0.157894737,0.052631579,0.842105263,1.368421053,0.157894737,0.315789474,0.473684211,0.210526316,0.210526316,0,0,0.157894737,0.421052632
873090240ffffff,0.157894737,0.684210526,3,3.368421053,0.684210526,1,2.315789474,0.736842105,0.578947368,0.157894737,0.368421053,0.315789474,1.263157895
873090241ffffff,0.210526316,0.684210526,2.526315789,2.157894737,0.526315789,0.842105263,1.947368421,1.473684211,0.578947368,0.157894737,0.421052632,0.368421053,1.631578947
873090242ffffff,0.157894737,0.526315789,2.894736842,3.315789474,0.684210526,0.842105263,2.105263158,0.736842105,0.578947368,0.105263158,0.368421053,0.368421053,1.210526316
873090244ffffff,0.157894737,0.631578947,3.105263158,3.105263158,0.684210526,0.789473684,2.263157895,0.736842105,0.526315789,0.157894737,0.368421053,0.315789474,1.157894737
873090246ffffff,0.157894737,0.631578947,3,3.315789474,0.684210526,0.736842105,2.473684211,0.736842105,0.684210526,0.157894737,0.368421053,0.368421053,1.157894737
873090248ffffff,0.526315789,1.052631579,2.894736842,5.578947368,1.052631579,1.368421053,3.263157895,1.842105263,0.789473684,0.473684211,0.684210526,0.473684211,2.842105263
873090249ffffff,0.736842105,0.842105263,2.789473684,9.736842105,1.052631579,1.789473684,3.526315789,1.789473684,1.052631579,0.526315789,0.894736842,0.578947368,3.105263158
87309024affffff,0.210526316,0.736842105,2.789473684,2.105263158,0.842105263,0.842105263,2,1.421052632,0.526315789,0.368421053,0.315789474,0.473684211,2.157894737
87309024bffffff,0.526315789,0.842105263,2.368421053,5.263157895,0.947368421,1.157894737,2.894736842,1.789473684,0.631578947,0.421052632,0.684210526,0.526315789,2.578947368
87309024cffffff,0.526315789,1.052631579,2.842105263,5.684210526,1.105263158,1.368421053,3.157894737,1.894736842,0.789473684,0.315789474,0.789473684,0.526315789,2.368421053
87309024dffffff,0.736842105,1.052631579,3.105263158,9.894736842,1.157894737,2.105263158,3.473684211,1.789473684,1.157894737,0.368421053,0.894736842,0.631578947,2.894736842
87309024effffff,0.210526316,0.842105263,3.315789474,2.263157895,0.894736842,1,2.105263158,1.526315789,0.578947368,0.368421053,0.421052632,0.368421053,2.157894737
873090250ffffff,0.157894737,0.105263158,1.631578947,2,0.421052632,0.421052632,1.578947368,0.578947368,0.368421053,0.052631579,0.263157895,0.315789474,0.789473684
873090251ffffff,0.263157895,0.315789474,2.105263158,2.684210526,0.578947368,0.578947368,2.157894737,1.157894737,0.631578947,0.105263158,0.631578947,0.315789474,1.526315789
873090253ffffff,0.157894737,0.105263158,1.473684211,0.947368421,0.473684211,0.263157895,2.105263158,1.157894737,0.578947368,0.210526316,0.631578947,0.105263158,1.473684211
873090254ffffff,0.157894737,0.210526316,1.947368421,2.473684211,0.421052632,0.473684211,1.526315789,0.578947368,0.421052632,0.052631579,0.263157895,0.368421053,0.894736842
873090255ffffff,0.157894737,0.368421053,2.263157895,2.789473684,0.473684211,0.526315789,1.789473684,0.684210526,0.473684211,0.052631579,0.368421053,0.421052632,0.894736842
873090256ffffff,0.157894737,0.052631579,1.157894737,1.684210526,0.421052632,0.368421053,1.315789474,0.578947368,0.368421053,0.052631579,0.263157895,0.157894737,0.789473684
873090258ffffff,0.157894737,0.263157895,2.315789474,1.631578947,0.315789474,0.368421053,1.526315789,0.894736842,0.631578947,0.315789474,0.368421053,0.263157895,1.684210526
873090259ffffff,0.105263158,0.368421053,2.263157895,1.736842105,0.263157895,0.421052632,1.210526316,0.578947368,0.578947368,0.263157895,0.263157895,0.368421053,1.368421053
87309025affffff,0.157894737,0.105263158,1.631578947,1.105263158,0.263157895,0.263157895,1.105263158,0.842105263,0.526315789,0.157894737,0.368421053,0.210526316,1.210526316
87309025bffffff,0.157894737,0.157894737,1.789473684,1.368421053,0.315789474,0.315789474,1.263157895,0.894736842,0.578947368,0.315789474,0.368421053,0.210526316,1.684210526
87309025cffffff,0.105263158,0.526315789,2.526315789,1.842105263,0.578947368,0.473684211,2.052631579,1,0.736842105,0.157894737,0.631578947,0.263157895,1.368421053
87309025dffffff,0.105263158,0.736842105,3.263157895,2.210526316,0.473684211,0.736842105,1.631578947,0.684210526,0.631578947,0.315789474,0.368421053,0.368421053,1.631578947
87309025effffff,0.157894737,0.210526316,1.947368421,1.263157895,0.473684211,0.368421053,2.052631579,1.210526316,0.736842105,0.210526316,0.631578947,0.157894737,1.578947368
873090260ffffff,0.368421053,0.368421053,2.684210526,2.210526316,0.894736842,0.789473684,2.368421053,1.421052632,0.578947368,0.210526316,0.421052632,0.263157895,3.210526316
873090261ffffff,0.421052632,0.421052632,3.052631579,3.894736842,0.894736842,1,2.473684211,1.526315789,0.578947368,0.210526316,0.473684211,0.315789474,3.315789474
873090262ffffff,0.157894737,0.368421053,2.631578947,2.631578947,0.315789474,0.526315789,1.052631579,0.315789474,0.263157895,0.052631579,0.105263158,0.368421053,0.526315789
873090264ffffff,0.368421053,0.263157895,2.105263158,1.631578947,0.842105263,0.631578947,2.157894737,1.421052632,0.473684211,0.210526316,0.421052632,0.210526316,3.105263158
873090265ffffff,0.421052632,0.473684211,2.526315789,4.263157895,0.894736842,0.789473684,2.315789474,1.421052632,0.473684211,0.210526316,0.421052632,0.263157895,3.263157895
873090268ffffff,0.210526316,0.368421053,3.315789474,1.842105263,0.631578947,0.894736842,1.631578947,1.473684211,0.421052632,0.210526316,0.368421053,0.315789474,1.631578947
873090269ffffff,0.684210526,0.578947368,3.105263158,10.68421053,0.736842105,1.842105263,2.842105263,1.842105263,0.947368421,0.315789474,0.894736842,0.578947368,2.315789474
87309026affffff,0.210526316,0.578947368,2.631578947,1.789473684,0.526315789,0.789473684,1.736842105,1.578947368,0.526315789,0.157894737,0.473684211,0.315789474,1.684210526
87309026bffffff,0.684210526,0.894736842,3.105263158,9.842105263,1,2.157894737,3.105263158,1.894736842,1.157894737,0.315789474,0.894736842,0.526315789,2.631578947
87309026cffffff,0.421052632,0.315789474,3.263157895,3.789473684,0.947368421,1,2.315789474,1.526315789,0.578947368,0.210526316,0.473684211,0.315789474,3.315789474
87309026dffffff,0.052631579,0.210526316,2.789473684,3.631578947,0.263157895,0.526315789,0.684210526,0.105263158,0.105263158,0.052631579,0.052631579,0.315789474,0.368421053
873090270ffffff,0.157894737,0.263157895,1.894736842,2.368421053,0.421052632,0.526315789,1.789473684,0.578947368,0.473684211,0.105263158,0.263157895,0.315789474,0.894736842
873090271ffffff,0.157894737,0.421052632,2.526315789,2.736842105,0.526315789,0.578947368,2.157894737,0.684210526,0.421052632,0.105263158,0.368421053,0.368421053,0.894736842
873090272ffffff,0.157894737,0.157894737,1.684210526,2.263157895,0.421052632,0.421052632,1.473684211,0.578947368,0.421052632,0.052631579,0.263157895,0.315789474,0.894736842
873090273ffffff,0.157894737,0.421052632,2.473684211,2.842105263,0.473684211,0.578947368,2,0.684210526,0.526315789,0.105263158,0.368421053,0.421052632,0.894736842
873090274ffffff,0.157894737,0.263157895,1.631578947,2,0.157894737,0.421052632,0.631578947,0.210526316,0.263157895,0.052631579,0,0.210526316,0.526315789
873090275ffffff,0.157894737,0.263157895,1.789473684,2.315789474,0.157894737,0.421052632,0.842105263,0.210526316,0.263157895,0.052631579,0,0.368421053,0.526315789
873090276ffffff,0.157894737,0.157894737,1.315789474,1.842105263,0.157894737,0.368421053,0.631578947,0.210526316,0.210526316,0,0,0.210526316,0.526315789
8730902ccffffff,0.052631579,0,0,0.052631579,0.105263158,0.052631579,0.368421053,0.315789474,0.105263158,0.105263158,0.105263158,0,0.368421053
8730902cdffffff,0.052631579,0,0.157894737,0.157894737,0.105263158,0.052631579,0.421052632,0.368421053,0.157894737,0.105263158,0.105263158,0.052631579,0.473684211
8730902e8ffffff,0.157894737,0.052631579,0.631578947,0.421052632,0.210526316,0.157894737,0.947368421,0.842105263,0.421052632,0.157894737,0.368421053,0.105263158,1.157894737
8730902e9ffffff,0.157894737,0.052631579,1.052631579,0.578947368,0.210526316,0.157894737,1,0.842105263,0.421052632,0.157894737,0.368421053,0.105263158,1.210526316
8730902eaffffff,0.052631579,0,0,0.052631579,0.105263158,0.052631579,0.368421053,0.315789474,0.105263158,0.105263158,0.105263158,0,0.368421053
8730902ebffffff,0.157894737,0.052631579,0.263157895,0.421052632,0.210526316,0.105263158,0.894736842,0.842105263,0.421052632,0.157894737,0.368421053,0.052631579,1.157894737
8730902ecffffff,0.157894737,0.052631579,0.894736842,0.631578947,0.210526316,0.157894737,0.894736842,0.789473684,0.421052632,0.157894737,0.368421053,0.052631579,1.052631579
8730902edffffff,0.157894737,0.052631579,1.473684211,0.736842105,0.210526316,0.157894737,1.052631579,0.842105263,0.526315789,0.157894737,0.368421053,0.105263158,1.210526316
8730902eeffffff,0.052631579,0,0.052631579,0.052631579,0.105263158,0.052631579,0.421052632,0.315789474,0.105263158,0.105263158,0.105263158,0,0.368421053
873090348ffffff,0.368421053,0.210526316,1.526315789,2.315789474,0.842105263,0.631578947,1.842105263,1.421052632,0.473684211,0.210526316,0.421052632,0.368421053,3.157894737
873090349ffffff,0.526315789,0.473684211,2.263157895,4.473684211,0.947368421,0.789473684,2.052631579,1.421052632,0.473684211,0.210526316,0.421052632,0.473684211,3.842105263
87309034affffff,0.368421053,0.157894737,1.368421053,1.473684211,0.789473684,0.578947368,1.684210526,1.421052632,0.473684211,0.157894737,0.421052632,0.263157895,3.105263158
87309034bffffff,0.421052632,0.368421053,2.105263158,4.263157895,0.842105263,0.736842105,2,1.421052632,0.473684211,0.157894737,0.421052632,0.368421053,3.263157895
87309034dffffff,0.368421053,0.263157895,1.421052632,2.105263158,0.789473684,0.578947368,1.842105263,1.421052632,0.473684211,0.210526316,0.421052632,0.263157895,3.526315789
873091000ffffff,3.157894737,7.157894737,3.105263158,11.57894737,1.842105263,6.263157895,3.315789474,4.157894737,18.42105263,1.736842105,1.789473684,1.736842105,11.68421053
873091001ffffff,2.157894737,4.578947368,4.052631579,7.315789474,1,2.684210526,1.947368421,1.473684211,13.26315789,0.631578947,0.578947368,1.105263158,5.736842105
873091002ffffff,3.789473684,7.894736842,3.842105263,19.94736842,3.105263158,6.578947368,3.894736842,8,9.789473684,2.526315789,1.842105263,1.789473684,18
873091003ffffff,1.947368421,4.368421053,4.315789474,9.473684211,1.210526316,2.894736842,1.736842105,2.263157895,2.473684211,0.842105263,0.157894737,1,5.421052632
873091004ffffff,9.526315789,13.21052632,2.526315789,15.73684211,3.684210526,11.63157895,7.684210526,14.21052632,32.31578947,3.368421053,5.052631579,2.578947368,36.57894737
873091005ffffff,3.105263158,6.684210526,3.157894737,11.73684211,2.157894737,6.631578947,3.894736842,4.368421053,19.21052632,1.578947368,2.157894737,1.526315789,13.15789474
873091006ffffff,11.57894737,15.84210526,2.210526316,30.21052632,5.421052632,13.10526316,9.052631579,18.89473684,36.52631579,4.631578947,5.842105263,2.842105263,50.36842105
873091008ffffff,4.368421053,4.157894737,3.789473684,7.052631579,2.421052632,2.315789474,4.315789474,3.842105263,3.947368421,0.789473684,1.157894737,1.526315789,9.631578947
873091009ffffff,4.210526316,3.210526316,2.526315789,9.526315789,2.421052632,1.894736842,4,3.842105263,3.210526316,0.736842105,1.105263158,1.368421053,10.36842105
87309100affffff,4.368421053,4.684210526,2.842105263,8,2.526315789,2.315789474,4.684210526,4.052631579,4.315789474,0.842105263,1.157894737,1.421052632,10.10526316
87309100bffffff,4.578947368,4.315789474,2.315789474,12.78947368,2.578947368,2,4.631578947,4.210526316,3.684210526,0.789473684,1.157894737,1.315789474,11.15789474
87309100cffffff,2.526315789,2.947368421,4.631578947,5.789473684,0.684210526,1.315789474,2.052631579,0.526315789,2.578947368,0.421052632,0.210526316,1.263157895,3.368421053
87309100dffffff,3.684210526,2.684210526,3.421052632,4.789473684,2.105263158,1.473684211,3.157894737,3.157894737,2.578947368,0.473684211,0.842105263,1.368421053,8.052631579
87309100effffff,2.631578947,3.842105263,4.315789474,6.368421053,0.736842105,1.210526316,2.315789474,0.578947368,2.736842105,0.473684211,0.210526316,1.263157895,3.368421053
873091010ffffff,6.157894737,10.15789474,1.684210526,51.68421053,6.473684211,14.42105263,6.947368421,17.42105263,17.73684211,3.578947368,3.157894737,1.789473684,41.47368421
873091011ffffff,2.684210526,6.894736842,3.052631579,29.94736842,3.842105263,7.368421053,5.105263158,9.842105263,10.47368421,2.105263158,1.315789474,1.526315789,18.84210526
873091012ffffff,4.578947368,8.263157895,1.684210526,43.21052632,5.894736842,14.21052632,6.947368421,16.05263158,15.63157895,3.052631579,2.842105263,1.684210526,38.15789474
873091013ffffff,2.789473684,6.526315789,1.947368421,29,4.368421053,8.105263158,4.736842105,11,11.10526316,2.368421053,1.526315789,1.157894737,23.57894737
873091014ffffff,13.47368421,16.52631579,0.473684211,64.63157895,8.578947368,20.57894737,11.47368421,26.10526316,30.26315789,5.736842105,7.052631579,4,68.10526316
873091015ffffff,10.89473684,13.21052632,2,49.15789474,6.263157895,13.31578947,9.473684211,19.73684211,24.05263158,4.368421053,5,2.526315789,49.21052632
873091016ffffff,8.052631579,12.47368421,0.736842105,61.78947368,7,18.05263158,9.736842105,19.31578947,23.05263158,4.315789474,4.210526316,5,50.42105263
873091018ffffff,0.473684211,3.578947368,2.578947368,8.894736842,0.736842105,1.157894737,1.263157895,1.157894737,1.631578947,0.526315789,0.105263158,0.842105263,2.684210526
873091019ffffff,1.736842105,4,2.526315789,11.05263158,1.157894737,1.473684211,2.947368421,2.157894737,3,0.789473684,0.842105263,1.157894737,4.894736842
87309101affffff,0.526315789,1.842105263,2.368421053,8.157894737,0.578947368,0.894736842,1.210526316,0.947368421,1,0.315789474,0,0.368421053,2.052631579
87309101bffffff,0.526315789,2.526315789,2.631578947,9.210526316,0.789473684,0.578947368,2.368421053,1.578947368,1.157894737,0.473684211,0.421052632,0.473684211,2.736842105
87309101cffffff,1.368421053,5.631578947,3.526315789,12.10526316,2.157894737,3.736842105,2.736842105,5.157894737,3.947368421,1.421052632,0.947368421,1.263157895,10
87309101dffffff,1.263157895,4.052631579,3.315789474,7.526315789,0.947368421,1.315789474,1.578947368,1.315789474,2.473684211,0.684210526,0.210526316,1.210526316,3.842105263
87309101effffff,1.473684211,5.105263158,2.473684211,18.21052632,1.894736842,4.315789474,2.947368421,5.263157895,4.947368421,1.263157895,0.947368421,1,9.947368421
873091020ffffff,5.736842105,9.526315789,0.684210526,30.89473684,4,11.15789474,8.052631579,10.36842105,26.21052632,2.894736842,3.526315789,6.105263158,25.15789474
873091021ffffff,4.263157895,8,1.157894737,19.78947368,3.736842105,8.315789474,7.105263158,8.842105263,18.68421053,2.105263158,2.263157895,5.210526316,17.47368421
873091022ffffff,10.47368421,13.63157895,1.263157895,35.26315789,4.894736842,17.26315789,10.26315789,17.26315789,33.26315789,4.052631579,6.052631579,6.684210526,41.47368421
873091023ffffff,5.263157895,9.368421053,2.157894737,17.10526316,3.789473684,9.947368421,6.789473684,10,25.52631579,2.789473684,3.315789474,5.473684211,23.89473684
873091024ffffff,4.315789474,7.894736842,0.578947368,35.94736842,3.421052632,9.368421053,7.263157895,8.947368421,22.63157895,2.157894737,2.789473684,5.894736842,19.78947368
873091025ffffff,3.578947368,7.684210526,0.105263158,22,3.736842105,7.526315789,6.368421053,8.578947368,18.31578947,2,2.368421053,5.368421053,16.63157895
873091026ffffff,11.89473684,14.21052632,0.631578947,47.47368421,5.684210526,20.05263158,11.63157895,19.26315789,35.52631579,4.526315789,6.684210526,6.684210526,47.57894737
873091028ffffff,1.684210526,3.421052632,2.578947368,8.842105263,2,3.526315789,4.210526316,3.421052632,14.47368421,0.842105263,0.789473684,0.631578947,8.368421053
873091029ffffff,0.842105263,1.578947368,2.473684211,5.947368421,0.842105263,1.842105263,3.263157895,1.736842105,1.894736842,0.473684211,0.263157895,0.421052632,5.105263158
87309102affffff,2.157894737,3.789473684,3.368421053,8.052631579,1.578947368,3.736842105,3.315789474,2.631578947,14.42105263,0.789473684,0.684210526,1.105263158,8.052631579
87309102bffffff,1.789473684,1.578947368,3.421052632,4.894736842,0.578947368,1.526315789,2.894736842,0.631578947,1.526315789,0.315789474,0.105263158,0.842105263,3.842105263
87309102cffffff,2.368421053,4.578947368,1.473684211,15.89473684,2.473684211,5.105263158,5.210526316,5,15.26315789,0.894736842,1.315789474,4.631578947,11.10526316
87309102dffffff,1.052631579,2.052631579,0.947368421,10.84210526,1.631578947,2.473684211,3.315789474,3.210526316,3.052631579,0.789473684,0.368421053,0.421052632,6
87309102effffff,2.947368421,5.368421053,2.473684211,12.52631579,2.842105263,6.526315789,5.789473684,5.842105263,16.63157895,1.263157895,1.736842105,4.684210526,12.42105263
873091030ffffff,16,17.84210526,0.421052632,73,7.105263158,27.73684211,17.52631579,25,35,5.684210526,8.421052632,3.315789474,61.42105263
873091031ffffff,12.57894737,15.63157895,1.263157895,49.57894737,4.736842105,20.73684211,10.05263158,17.94736842,38.36842105,4.368421053,6.526315789,2.947368421,49.21052632
873091032ffffff,15.73684211,18.42105263,0.421052632,65.57894737,9.473684211,28.89473684,18,29.94736842,36.84210526,6.052631579,9.157894737,4.578947368,75.26315789
873091033ffffff,13.78947368,16.57894737,0.789473684,58.68421053,7.210526316,23.05263158,12.52631579,23.42105263,30.94736842,5.473684211,6.894736842,3.052631579,60.15789474
873091034ffffff,14.47368421,17.15789474,0.421052632,83.42105263,7.052631579,27.36842105,19,24.47368421,34,5.684210526,9.157894737,3.684210526,63.47368421
873091035ffffff,14.84210526,17.47368421,0.578947368,64.15789474,6.789473684,26.21052632,17.78947368,23.63157895,41.89473684,5.421052632,8.947368421,3.684210526,61.52631579
873091036ffffff,14.78947368,16.73684211,0.263157895,77.47368421,7.157894737,26.94736842,18.47368421,24.42105263,34.68421053,5.789473684,8.263157895,5.052631579,63.63157895
873091050ffffff,4.052631579,2.526315789,1.368421053,10.26315789,2.052631579,1.789473684,3.473684211,3.842105263,3.052631579,0.526315789,1.052631579,0.789473684,9.631578947
873091051ffffff,1.526315789,1.263157895,0.578947368,6.631578947,1.736842105,0.789473684,2.052631579,3.315789474,1.368421053,0.210526316,0.684210526,0.315789474,6.736842105
873091052ffffff,4.157894737,3.157894737,0.526315789,12.57894737,2.263157895,1.842105263,4.210526316,4.105263158,3.631578947,0.631578947,1.157894737,0.842105263,10.52631579
873091053ffffff,2.052631579,1.736842105,0.421052632,9.315789474,1.947368421,1.263157895,2.842105263,3.789473684,2.105263158,0.473684211,1,0.368421053,7.631578947
873091054ffffff,4.157894737,2.473684211,1.789473684,8.684210526,2.105263158,1.789473684,3.473684211,3.842105263,3,0.526315789,1.052631579,0.894736842,9.684210526
873091055ffffff,2.947368421,1.684210526,1.315789474,7.473684211,1.736842105,1.157894737,2.684210526,3.315789474,1.789473684,0.210526316,0.684210526,0.421052632,7.631578947
873091056ffffff,4.315789474,3.578947368,2.105263158,12.15789474,2.315789474,1.842105263,4.210526316,4.052631579,3.473684211,0.684210526,1.157894737,0.947368421,10.94736842
87309105effffff,0.105263158,0.263157895,0.263157895,4.842105263,0.157894737,0.052631579,0.210526316,0.315789474,0.263157895,0.052631579,0,0,1.315789474
873091060ffffff,0.157894737,0.052631579,0.105263158,0.368421053,0.052631579,0.052631579,0.052631579,0.052631579,0.105263158,0,0,0,0.052631579
873091064ffffff,0.736842105,0.789473684,0.210526316,4.157894737,0.789473684,0.578947368,1.578947368,1.105263158,0.473684211,0.368421053,0.368421053,0.157894737,1.842105263
873091065ffffff,0.263157895,0.473684211,0.315789474,1.315789474,0.105263158,0.105263158,0.210526316,0.105263158,0.157894737,0,0,0,0.263157895
873091066ffffff,0.473684211,0.263157895,0.157894737,2.052631579,0.473684211,0.105263158,1.210526316,0.684210526,0.263157895,0.105263158,0.052631579,0.052631579,1.105263158
873091070ffffff,1.473684211,0.578947368,2.105263158,1.894736842,0.105263158,0.526315789,0.947368421,0,0.578947368,0,0,0.263157895,1.105263158
873091072ffffff,3.684210526,2,2.315789474,3.842105263,1.789473684,1.368421053,3.105263158,3.052631579,2.421052632,0.263157895,0.789473684,1.052631579,7.684210526
873091073ffffff,2.842105263,1.421052632,1.736842105,3,1.631578947,1.105263158,2.631578947,3,1.526315789,0.157894737,0.684210526,0.421052632,6.368421053
873091074ffffff,0.526315789,0.263157895,2.052631579,2.947368421,0.210526316,0.526315789,2.052631579,0.368421053,0.315789474,0.157894737,0,0.105263158,1.736842105
873091075ffffff,0.105263158,0.105263158,1,0.736842105,0,0.052631579,0.105263158,0,0,0.105263158,0,0.052631579,0.736842105
873091076ffffff,1.684210526,0.842105263,2.789473684,3,0.210526316,0.736842105,2.578947368,0.105263158,1.157894737,0.105263158,0.052631579,0.473684211,1.157894737
873091080ffffff,3.684210526,3.526315789,1.526315789,34.21052632,2.947368421,6.789473684,6.368421053,5.473684211,6.894736842,2.421052632,1.947368421,1.631578947,17.73684211
873091081ffffff,0.894736842,1.684210526,1.789473684,24.73684211,1.263157895,1.842105263,3.789473684,3.263157895,2.473684211,1.052631579,0.631578947,0.736842105,7.789473684
873091082ffffff,20.05263158,14.52631579,1.263157895,49.52631579,8.052631579,15.42105263,9.526315789,24.36842105,21.68421053,4.947368421,4.631578947,2.157894737,56.73684211
873091083ffffff,2.421052632,3.210526316,1.526315789,26.73684211,2.368421053,4.526315789,4.789473684,5.263157895,6.789473684,1.736842105,1,1.473684211,13.47368421
873091084ffffff,3.736842105,4.894736842,1.789473684,60.36842105,3.315789474,10.42105263,6.578947368,7.578947368,8.263157895,2.578947368,2.842105263,1.526315789,26.10526316
873091085ffffff,1.368421053,1.684210526,1.947368421,27,1,3.315789474,3.052631579,2.421052632,3,1.315789474,1.631578947,0.684210526,10.42105263
873091086ffffff,20.73684211,16,1.421052632,80.10526316,14.52631579,21.57894737,14.31578947,35.15789474,25.21052632,6.210526316,8.421052632,2.052631579,78.15789474
873091088ffffff,0.736842105,2.368421053,1.947368421,19.94736842,1.263157895,1.473684211,2.736842105,2.842105263,1.894736842,1,0.421052632,0.263157895,7.368421053
873091089ffffff,0.368421053,2.052631579,2.157894737,16.73684211,1.052631579,0.789473684,2.157894737,1.368421053,1.263157895,0.368421053,0.105263158,0.315789474,3.578947368
87309108affffff,0.631578947,2.421052632,2.157894737,23.63157895,1.894736842,2,4.210526316,3.947368421,2.421052632,1.105263158,0.526315789,0.473684211,7.947368421
87309108bffffff,0.421052632,2.210526316,2.157894737,21.31578947,1,1.210526316,2.052631579,1.473684211,1.421052632,0.578947368,0.105263158,0.210526316,4
87309108cffffff,0.947368421,2.105263158,1.684210526,16.52631579,1.105263158,1.578947368,2.526315789,2.631578947,2,0.894736842,0.421052632,0.526315789,6.684210526
87309108dffffff,0.473684211,1.947368421,1.842105263,14.31578947,0.947368421,0.789473684,2.052631579,1.315789474,1.263157895,0.368421053,0.105263158,0.263157895,3.684210526
87309108effffff,0.736842105,2.052631579,1.736842105,23.36842105,1.578947368,1.947368421,4.052631579,3.684210526,2.684210526,0.947368421,0.578947368,0.684210526,7.263157895
873091090ffffff,30.68421053,30.73684211,0.421052632,93,20.26315789,34.10526316,21.05263158,54.52631579,46.63157895,9.105263158,14.78947368,4.736842105,113.6842105
873091091ffffff,21.05263158,17.31578947,0.894736842,60.78947368,8.578947368,18.89473684,11,26.47368421,25.26315789,5.105263158,4.789473684,2.947368421,62.47368421
873091092ffffff,29.10526316,28.68421053,0.263157895,79.26315789,13.84210526,27.31578947,15.63157895,45.10526316,40.47368421,7.473684211,12.21052632,4.052631579,103.1052632
873091093ffffff,19.78947368,16.73684211,0.526315789,51.21052632,7.315789474,16.84210526,7.842105263,24.15789474,24.21052632,3.947368421,4.105263158,3.736842105,55.68421053
873091094ffffff,39.42105263,37.26315789,0.315789474,128.4736842,27.15789474,42.94736842,29.57894737,72.78947368,63.10526316,11.05263158,20.73684211,4.368421053,150.8947368
873091095ffffff,28.78947368,27.15789474,1,92.68421053,18.36842105,30.78947368,19.42105263,50.31578947,41.68421053,8.473684211,14.36842105,3.157894737,103.1578947
873091096ffffff,43.42105263,44,0.105263158,145.4736842,28.94736842,45.68421053,30.78947368,80.94736842,68.10526316,12.68421053,21.68421053,5.105263158,176.5789474
873091098ffffff,4.368421053,8.210526316,1.578947368,33.42105263,2.789473684,7.736842105,5.368421053,10.15789474,12.36842105,2.894736842,1.368421053,1.578947368,24.42105263
873091099ffffff,1.210526316,3.210526316,1.842105263,28.63157895,1.894736842,2.894736842,4.578947368,4.842105263,4.157894737,1.631578947,0.736842105,0.736842105,10.68421053
87309109affffff,4.684210526,9.473684211,1.210526316,28.84210526,2.578947368,8.526315789,4.578947368,9.105263158,12.15789474,2.578947368,1,2,24.63157895
87309109bffffff,1.578947368,4.315789474,1.421052632,30.36842105,2.473684211,5,5.947368421,6.789473684,6.368421053,2.052631579,1,1,12.15789474
87309109cffffff,5.368421053,9.842105263,1.263157895,33,3.526315789,11.57894737,6.578947368,11.57894737,16.36842105,2.736842105,2.052631579,1.894736842,27.26315789
87309109dffffff,1.263157895,2.842105263,1.736842105,23.57894737,2.157894737,3.263157895,4.315789474,4.947368421,5.842105263,1.526315789,0.842105263,0.894736842,11.15789474
87309109effffff,6.052631579,11.31578947,1.105263158,25.94736842,3.789473684,12.42105263,5.947368421,11.84210526,16.89473684,2.947368421,2,2.894736842,30
8730910a0ffffff,5.894736842,12.05263158,1.157894737,71.21052632,7.578947368,21.73684211,11.63157895,18.89473684,29.57894737,3.842105263,5.526315789,3.736842105,55.73684211
8730910a1ffffff,3.368421053,6.736842105,1.421052632,39.78947368,5.105263158,12.57894737,6.105263158,13.57894737,13.89473684,2.789473684,3.421052632,1.789473684,35.73684211
8730910a2ffffff,5.157894737,9.736842105,1.315789474,72.31578947,6.684210526,18.21052632,10.94736842,15.31578947,22.57894737,3.684210526,4.578947368,1.947368421,45.47368421
8730910a3ffffff,1.789473684,4.105263158,1.368421053,54.26315789,2.263157895,8.210526316,4.105263158,5.947368421,7.631578947,1.578947368,2.105263158,1.052631579,20.73684211
