hex,accommodation,sports,public,company,healthcare,residense,government,life,technology,shop,finance,landscape,dining
87309119effffff,98.57894737,93.94736842,2.842105263,446.5789474,90.57894737,141.3157895,131.0526316,178.4210526,220.3157895,24.57894737,104.0526316,47,402.2631579
8730911a0ffffff,22.84210526,31.26315789,0.157894737,90.31578947,28.15789474,40.94736842,30.94736842,64.36842105,45.36842105,10.52631579,17.68421053,5.368421053,131.4736842
8730911a1ffffff,13.05263158,21.68421053,0.421052632,62.52631579,18,32.21052632,25.78947368,41.10526316,28.94736842,8.210526316,9.789473684,4.578947368,88.42105263
8730911a2ffffff,44.52631579,50.05263158,0.052631579,174.0526316,46.89473684,71.42105263,59.78947368,102.1578947,96.05263158,14.57894737,35.84210526,12.68421053,221.4210526
8730911a3ffffff,28.57894737,33.26315789,0.052631579,117.9473684,31.57894737,49.57894737,41.05263158,66.84210526,56.31578947,11.57894737,20.94736842,11.42105263,147.0526316
8730911a4ffffff,13.15789474,18.26315789,0.578947368,46.31578947,17.57894737,22.89473684,17.15789474,42.21052632,31.36842105,7.052631579,8.421052632,3.157894737,84.78947368
8730911a5ffffff,10.73684211,15.57894737,0.947368421,45.36842105,13.47368421,23.47368421,17.31578947,31.84210526,19.15789474,5.526315789,6.526315789,3.157894737,63.10526316
8730911a6ffffff,30.73684211,37.36842105,0,115.2105263,35.05263158,49.31578947,33.36842105,77.89473684,58.36842105,13.26315789,21.57894737,6.894736842,165.3157895
8730911a8ffffff,14.10526316,21.84210526,0.052631579,88.68421053,16.89473684,39.94736842,28.94736842,41.05263158,31.73684211,7.526315789,10.63157895,4.315789474,85.05263158
8730911a9ffffff,15.84210526,19.31578947,0.210526316,91,10.68421053,32.15789474,21.05263158,30.84210526,33.52631579,6.789473684,9.157894737,3.526315789,80.10526316
8730911aaffffff,21.68421053,26.84210526,0.052631579,87.21052632,22.21052632,41.21052632,36.68421053,47.78947368,48.10526316,8.947368421,14.10526316,12.89473684,111.5263158
8730911abffffff,16.63157895,21.26315789,0,76.84210526,13.21052632,32,23.63157895,34.63157895,32.94736842,6.789473684,9.789473684,7.526315789,81.78947368
8730911acffffff,11.42105263,19.68421053,0.473684211,71.94736842,15.57894737,31.31578947,26.89473684,37.89473684,28.21052632,6.842105263,9.263157895,4.473684211,78.15789474
8730911adffffff,8.684210526,14.63157895,0.473684211,86,11.05263158,31.36842105,22.26315789,27.05263158,22.84210526,6,7.578947368,3.052631579,61.26315789
8730911aeffffff,20.94736842,27.05263158,0.105263158,85.94736842,23.78947368,43.73684211,38.57894737,52.63157895,48.05263158,9.526315789,14,7.052631579,116.5789474
8730911b0ffffff,57.57894737,69.10526316,0.526315789,276.5789474,67.10526316,106.5263158,114.1578947,137.2631579,189.0526316,19.26315789,61.21052632,25.47368421,294.9473684
8730911b1ffffff,60.47368421,65.15789474,0.052631579,281,64.42105263,107.5263158,112.2631579,130.5789474,181.7894737,17.26315789,58.89473684,28.21052632,289.7894737
8730911b2ffffff,83.52631579,88.89473684,3,401.6842105,88.10526316,132.8947368,137.7894737,183.3684211,239.6315789,22.68421053,102.7894737,31.31578947,391.4736842
8730911b3ffffff,97.73684211,103.5789474,2.789473684,477.5789474,96.94736842,154.4736842,161.8947368,203.7894737,268.6842105,26.47368421,114.3684211,39.52631579,448.3684211
8730911b4ffffff,44.84210526,54.47368421,0.263157895,176.6315789,49.89473684,71.78947368,60,109.4736842,96.05263158,16.73684211,35.57894737,9.947368421,236.6315789
8730911b5ffffff,47.73684211,54.10526316,0.105263158,188.2105263,51.31578947,77.52631579,62.94736842,110.3684211,96.89473684,16.47368421,38.57894737,12.84210526,235.8421053
8730911b6ffffff,43,56.15789474,0.578947368,204.5263158,54.15789474,83.63157895,87.36842105,110.9473684,136.9473684,15,44.31578947,16.36842105,233.5263158
873091400ffffff,2.157894737,3.526315789,1.894736842,16.36842105,1.578947368,1.157894737,3.684210526,4.157894737,2.578947368,0.526315789,0.842105263,0.473684211,8.052631579
873091401ffffff,1.473684211,2.736842105,1.631578947,15.63157895,1.105263158,2.052631579,3.473684211,1.315789474,1.368421053,0.210526316,0.421052632,0.473684211,3.157894737
873091402ffffff,1.105263158,2.526315789,1.842105263,4.368421053,0.421052632,0.368421053,1.421052632,0.157894737,0.842105263,0,0.052631579,0.736842105,2.315789474
873091403ffffff,0.894736842,1.947368421,1.842105263,5.157894737,0.578947368,1.052631579,1.368421053,0.157894737,0.842105263,0.052631579,0.052631579,0.578947368,1.578947368
873091404ffffff,2.052631579,3.684210526,2.052631579,23,1.578947368,1.631578947,4,4.157894737,2.631578947,0.684210526,0.894736842,0.473684211,8.631578947
873091405ffffff,2.052631579,3.210526316,1.684210526,21.78947368,1.894736842,1.789473684,4.157894737,4.210526316,2.684210526,0.684210526,0.947368421,1.210526316,8.368421053
873091406ffffff,2.105263158,3.631578947,1.842105263,18.84210526,1.526315789,1.263157895,3.842105263,4.210526316,2.684210526,0.631578947,0.842105263,0.578947368,8.210526316
873091408ffffff,0.736842105,1.368421053,1.368421053,14.52631579,0.842105263,2.263157895,1.421052632,1,1.315789474,0.368421053,0.210526316,0.315789474,3.210526316
873091409ffffff,0.684210526,1.684210526,1.421052632,24.47368421,0.947368421,3,1.842105263,1.684210526,1.684210526,0.684210526,0.473684211,0.210526316,4.526315789
87309140affffff,2.210526316,2.578947368,1.473684211,18.42105263,1.473684211,2.473684211,2.210526316,3.157894737,2.526315789,0.631578947,0.473684211,0.421052632,8.052631579
87309140bffffff,2.052631579,2.052631579,1.526315789,21.52631579,1.684210526,2.842105263,2.052631579,3.263157895,2.684210526,0.789473684,0.526315789,0.473684211,8.947368421
87309140cffffff,1.210526316,1.947368421,1,8.526315789,1.631578947,1.947368421,2,1.947368421,1.842105263,0.421052632,0.368421053,0.578947368,6.105263158
87309140dffffff,1.105263158,1.578947368,1.210526316,26.42105263,1.473684211,2.736842105,2.052631579,2.368421053,2.210526316,0.578947368,0.736842105,0.421052632,6.421052632
87309140effffff,1.263157895,2.157894737,1.210526316,9.368421053,0.789473684,1.842105263,1.684210526,0.947368421,1.052631579,0.210526316,0.210526316,0.526315789,2.526315789
873091410ffffff,1.368421053,3,1.421052632,7.052631579,0.842105263,0.526315789,1.684210526,1.684210526,1.210526316,0.526315789,0.263157895,1.052631579,4.263157895
873091411ffffff,1.105263158,2.421052632,1.263157895,4.052631579,0.315789474,0.315789474,1.210526316,0.052631579,0.736842105,0.052631579,0.052631579,0.842105263,2.210526316
873091412ffffff,0.842105263,2,1.315789474,5.947368421,0.736842105,0.421052632,1.210526316,1.736842105,1.210526316,0.473684211,0.263157895,1,3.789473684
873091413ffffff,1.157894737,2.210526316,1.526315789,5.105263158,0.315789474,0.578947368,1.263157895,0.210526316,1.105263158,0.105263158,0.052631579,1.263157895,2.842105263
873091414ffffff,1.157894737,2.789473684,2.210526316,11.36842105,0.894736842,0.473684211,1.842105263,2,1.368421053,0.631578947,0.263157895,0.736842105,3.789473684
873091415ffffff,1.105263158,2.210526316,1.684210526,6.263157895,0.315789474,0.421052632,1.263157895,0.157894737,0.684210526,0.157894737,0.052631579,0.578947368,2.105263158
873091416ffffff,0.842105263,2.684210526,1.684210526,8.473684211,0.736842105,0.473684211,1.473684211,1.842105263,1.052631579,0.578947368,0.263157895,0.894736842,3.684210526
873091418ffffff,2.421052632,2.842105263,1.789473684,8.578947368,1.210526316,1,2.105263158,2.894736842,2.052631579,0.368421053,0.421052632,1.157894737,7.315789474
873091419ffffff,2.210526316,2.684210526,1.526315789,17.05263158,1.526315789,2.105263158,2.421052632,3.157894737,2.368421053,0.631578947,0.473684211,0.684210526,8.578947368
87309141affffff,2.631578947,2.578947368,1.473684211,5.105263158,0.894736842,0.684210526,1.578947368,2,1.789473684,0.263157895,0.315789474,1.315789474,6.052631579
87309141bffffff,2,2.684210526,1.789473684,14.05263158,1.315789474,1.263157895,2.105263158,3,2.368421053,0.421052632,0.421052632,1,7.368421053
87309141cffffff,1.052631579,2.052631579,1.631578947,4.315789474,0.315789474,0.315789474,1.157894737,0.052631579,0.894736842,0,0.052631579,0.684210526,1.789473684
87309141dffffff,2.052631579,2.368421053,1.315789474,9,1.368421053,1.473684211,2.263157895,2.947368421,1.947368421,0.421052632,0.421052632,0.736842105,6.473684211
87309141effffff,1.210526316,2.157894737,1.631578947,3.578947368,0.157894737,0.473684211,1,0,0.789473684,0.052631579,0.052631579,1.105263158,2.105263158
873091420ffffff,3.105263158,5.789473684,1.578947368,32.94736842,4.105263158,4.315789474,6.842105263,12.47368421,7.684210526,1.631578947,1.842105263,1.842105263,25
873091421ffffff,2.157894737,3.368421053,1.210526316,28.05263158,2.052631579,2.421052632,5.368421053,5.421052632,3.421052632,0.736842105,1.105263158,2.210526316,11.84210526
873091422ffffff,1.736842105,4.578947368,1.578947368,28.84210526,2.526315789,3.157894737,4.684210526,7.421052632,5.368421053,1.052631579,1.263157895,0.789473684,15.15789474
873091423ffffff,1.736842105,3.263157895,1.631578947,26.05263158,2.052631579,2.210526316,5.157894737,5.157894737,3.526315789,0.736842105,1.105263158,1.263157895,10.42105263
873091424ffffff,4.578947368,9.105263158,1.105263158,65.84210526,6.842105263,10.10526316,9.421052632,18.26315789,13.10526316,3,4.526315789,1.473684211,41.10526316
873091425ffffff,3.736842105,7.894736842,0.894736842,44.84210526,5.526315789,6.421052632,7.368421053,15.31578947,10.15789474,2.421052632,3.315789474,2.473684211,34.52631579
873091426ffffff,4.052631579,6.947368421,1.368421053,42.47368421,5.315789474,6.105263158,8.631578947,15.57894737,10,2.210526316,3,1.105263158,31.52631579
873091428ffffff,2.157894737,3.157894737,0.631578947,31.42105263,1.947368421,3.157894737,4.368421053,3.157894737,3.263157895,0.684210526,1.052631579,2.368421053,8.684210526
873091429ffffff,3.789473684,3.894736842,0.578947368,35.21052632,2.105263158,5.947368421,3.210526316,3.684210526,6,1.052631579,1.315789474,2.421052632,15.05263158
87309142affffff,1.894736842,3.105263158,1,17.15789474,2.105263158,2.736842105,4,3.105263158,2.263157895,0.578947368,0.736842105,1.368421053,7.894736842
87309142bffffff,1.263157895,2.052631579,0.894736842,20.89473684,1.736842105,2.789473684,2.368421053,1.947368421,2.631578947,0.578947368,0.684210526,1.368421053,7.210526316
87309142cffffff,2.368421053,3.526315789,0.789473684,28.73684211,2.052631579,2.842105263,4.789473684,3.315789474,3.052631579,0.736842105,0.842105263,2.684210526,10.47368421
87309142dffffff,4,3.578947368,0.526315789,27.52631579,2,5.157894737,4.052631579,3.789473684,5.315789474,1,1.210526316,4.421052632,13.78947368
87309142effffff,2.578947368,3.684210526,0.842105263,24.26315789,2.736842105,2.473684211,5.052631579,6.105263158,3.526315789,1,1.210526316,2.157894737,13.05263158
873091430ffffff,2.052631579,3.210526316,2.157894737,20.94736842,2.421052632,2.052631579,5.368421053,7.052631579,3.263157895,1.105263158,1.421052632,0.421052632,12.78947368
873091431ffffff,1.842105263,3.578947368,2.105263158,25.36842105,1.631578947,1.473684211,4.210526316,4.421052632,2.684210526,0.684210526,0.842105263,0.631578947,8.947368421
873091432ffffff,1.894736842,3.421052632,2,17.63157895,2.157894737,1.631578947,4.473684211,5.473684211,1.947368421,1.157894737,1.052631579,0.842105263,9
873091433ffffff,1.105263158,2.157894737,2,13.21052632,1.105263158,0.842105263,1.947368421,3.263157895,2.052631579,0.526315789,0.526315789,0.473684211,6
873091434ffffff,3.157894737,6.105263158,1.421052632,26.73684211,4.631578947,4.947368421,7.736842105,12.47368421,7.473684211,1.789473684,2.684210526,0.894736842,23.31578947
873091435ffffff,3.210526316,5.736842105,1.473684211,36,4.526315789,4.473684211,9.421052632,12.47368421,7.947368421,1.526315789,2.842105263,0.736842105,22.63157895
873091436ffffff,1.736842105,3.421052632,1.631578947,28.15789474,2.052631579,2.526315789,5.789473684,5.210526316,2.526315789,0.947368421,0.947368421,0.684210526,9.421052632
873091440ffffff,1.315789474,2.947368421,2.315789474,24.36842105,1.315789474,2.315789474,4.578947368,3.157894737,2.684210526,0.789473684,0.736842105,0.368421053,7.947368421
873091441ffffff,0.947368421,2.473684211,2.315789474,7.789473684,1.578947368,1.315789474,3.842105263,3.526315789,2.263157895,0.789473684,0.684210526,0.578947368,6.789473684
873091442ffffff,1.368421053,3.473684211,2.105263158,30.52631579,1.578947368,2.736842105,5,3.631578947,3.105263158,1.210526316,0.736842105,0.263157895,8.368421053
873091443ffffff,1.263157895,3.210526316,2.368421053,14.26315789,1.526315789,1.947368421,4.105263158,3.157894737,2.736842105,1,0.578947368,0.210526316,7.157894737
873091444ffffff,1.578947368,4.105263158,1.736842105,36.21052632,16.10526316,6.578947368,4.578947368,3.947368421,5.842105263,1.105263158,1,1.421052632,13.52631579
873091445ffffff,2,3.842105263,2.263157895,18.63157895,1.631578947,2.684210526,4.105263158,3.631578947,3.263157895,0.789473684,0.578947368,1.631578947,11.68421053
873091446ffffff,1.421052632,3.842105263,2,32.36842105,1.578947368,4,4.631578947,3.210526316,3.526315789,0.842105263,0.894736842,0.526315789,11.05263158
873091448ffffff,0.263157895,1.315789474,2.157894737,9.526315789,1.157894737,0.684210526,2.368421053,1.842105263,1.315789474,0.368421053,0.526315789,0.473684211,1.947368421
873091449ffffff,0.210526316,1.473684211,2.421052632,9.578947368,1.210526316,0.894736842,2.526315789,1.894736842,1.315789474,0.421052632,0.526315789,0.473684211,2.368421053
87309144affffff,0.210526316,1.157894737,1.842105263,9.842105263,1.105263158,0.842105263,2.473684211,1.789473684,1.263157895,0.473684211,0.526315789,0.157894737,1.789473684
87309144bffffff,0.210526316,0.789473684,2.157894737,7.578947368,1.210526316,0.684210526,2.157894737,1.684210526,1.157894737,0.368421053,0.526315789,0.263157895,1.789473684
87309144cffffff,0.210526316,1.526315789,2.368421053,7.578947368,0.631578947,0.578947368,1.421052632,1.263157895,1,0.315789474,0.263157895,0.578947368,1.210526316
87309144dffffff,0.157894737,1.684210526,2.473684211,9.210526316,0.684210526,0.789473684,1.631578947,1.263157895,1,0.421052632,0.263157895,0.578947368,1.578947368
87309144effffff,0.157894737,1.631578947,2.263157895,8.263157895,0.736842105,0.736842105,1.947368421,1.210526316,1.157894737,0.421052632,0.263157895,0.421052632,1.052631579
873091450ffffff,4,5.210526316,1.947368421,42.26315789,4.526315789,4.578947368,8.210526316,10.36842105,6.631578947,2.526315789,1.789473684,0.368421053,23
873091451ffffff,4.157894737,5.684210526,2,40.73684211,4.473684211,4.368421053,8.894736842,10.42105263,6.631578947,2.526315789,1.789473684,0.315789474,21.94736842
873091452ffffff,4.052631579,4.421052632,1.789473684,38.73684211,3.842105263,3.947368421,5.789473684,8.684210526,5.789473684,2,1.368421053,0.263157895,18.89473684
873091453ffffff,3.526315789,4.631578947,2,35.15789474,3.578947368,3.789473684,6.315789474,7.842105263,5.473684211,2,1.210526316,0.210526316,16.68421053
873091454ffffff,1.421052632,2.684210526,1.473684211,31.15789474,1.631578947,3.947368421,4.736842105,3.210526316,3.210526316,1.157894737,0.789473684,0.263157895,9.842105263
873091455ffffff,1.526315789,3.263157895,1.842105263,32.57894737,1.684210526,3.105263158,4.894736842,3.684210526,3.526315789,1.263157895,0.789473684,0.315789474,9.368421053
873091456ffffff,1.315789474,2.157894737,1.789473684,40.42105263,0.947368421,3.736842105,1.947368421,1.947368421,2.578947368,0.789473684,0.578947368,0.157894737,6
873091458ffffff,4.052631579,4.263157895,1.315789474,21.05263158,3.842105263,2.842105263,7.315789474,8.736842105,4.947368421,1.894736842,1.842105263,0.315789474,18.42105263
873091459ffffff,1.526315789,2,1.368421053,19.10526316,1.421052632,1.421052632,3.631578947,2.631578947,1.789473684,0.789473684,1.105263158,0.157894737,5.947368421
87309145affffff,5.789473684,4.526315789,1.210526316,30.84210526,3.894736842,3.526315789,7.578947368,8.789473684,5,2.105263158,2.684210526,0.315789474,20.42105263
87309145bffffff,4.842105263,3.789473684,0.947368421,24.05263158,4.263157895,2.947368421,7.368421053,8.684210526,4.526315789,2.052631579,1.842105263,0.315789474,18.63157895
87309145cffffff,4,5.526315789,1.631578947,21.89473684,4.421052632,3.368421053,8.473684211,9.894736842,6.105263158,2.210526316,1.526315789,0.315789474,20.73684211
87309145dffffff,0.736842105,2.263157895,1.894736842,16.10526316,0.631578947,1.368421053,2.421052632,0.789473684,1.473684211,0.631578947,0.105263158,0.157894737,1.631578947
87309145effffff,3.526315789,4.578947368,1.526315789,31,3.526315789,3.315789474,6.105263158,7.789473684,5.157894737,1.842105263,1.210526316,0.263157895,15.68421053
873091460ffffff,8.210526316,15.21052632,0.947368421,95.73684211,20.05263158,18.10526316,9.210526316,17.26315789,19.84210526,3.894736842,3.736842105,2.947368421,53.94736842
873091461ffffff,9.263157895,16.26315789,0.842105263,52,20.10526316,18.36842105,9.105263158,20.31578947,24.31578947,3.947368421,3.526315789,3.210526316,52.36842105
873091462ffffff,4.210526316,7.052631579,1.210526316,65.15789474,17.42105263,11.21052632,8.315789474,10.78947368,11.63157895,2.315789474,2.473684211,1.842105263,31.52631579
873091463ffffff,5.052631579,8.315789474,1.421052632,40.05263158,17.89473684,10.57894737,7.263157895,11.36842105,11.15789474,2.368421053,1.842105263,2.684210526,34.68421053
873091464ffffff,24.47368421,28.68421053,0.473684211,136.7894737,28.84210526,34.36842105,18.94736842,40.10526316,43.78947368,7.210526316,16.47368421,4.105263158,101.7894737
873091465ffffff,35.73684211,35.21052632,0.263157895,125.0526316,30.89473684,34.10526316,17.26315789,52.78947368,48.21052632,8.789473684,15.73684211,3.842105263,126.6842105
873091466ffffff,9.947368421,15.05263158,0.789473684,106.5789474,20.52631579,20,9.684210526,17.42105263,21.68421053,4.421052632,5,2.578947368,56.73684211
873091468ffffff,4.105263158,8.315789474,1.684210526,11.42105263,2.052631579,6.315789474,2.526315789,8.421052632,9.684210526,2.105263158,1.105263158,2.842105263,20.15789474
873091469ffffff,4.315789474,8.684210526,1.631578947,23.89473684,2.157894737,7.105263158,3.368421053,8.894736842,9.684210526,2.368421053,1.105263158,1.578947368,21.63157895
87309146affffff,1.052631579,3.368421053,2.315789474,7.578947368,1,3.157894737,1.789473684,2.842105263,3.210526316,0.526315789,0.578947368,1.631578947,6.315789474
87309146bffffff,1.052631579,3.315789474,2.157894737,9.947368421,1.105263158,3.368421053,2.052631579,2.894736842,3,0.684210526,0.578947368,0.947368421,6.684210526
87309146cffffff,5.368421053,11.52631579,1.105263158,36.26315789,2.789473684,12.47368421,4.473684211,10.47368421,18.31578947,2.263157895,1.578947368,3.421052632,25.63157895
87309146dffffff,4.789473684,11,1.052631579,17.47368421,3.052631579,10.73684211,4.842105263,10.10526316,15.36842105,2.263157895,1.526315789,3.473684211,24.78947368
87309146effffff,4.157894737,7.894736842,1.894736842,17.73684211,1.578947368,6.736842105,1.894736842,7.263157895,9.526315789,1.526315789,0.684210526,3,18.52631579
873091470ffffff,2.473684211,4.157894737,0.894736842,49.78947368,17.10526316,8.578947368,6.368421053,5.578947368,7.736842105,1.578947368,1.631578947,1.105263158,19.68421053
873091471ffffff,1.578947368,3.789473684,1.526315789,47.10526316,16.15789474,7.210526316,5.315789474,3.842105263,6.368421053,1.052631579,1.210526316,0.842105263,14
873091472ffffff,2.105263158,3.578947368,1.210526316,43.52631579,2.578947368,5.578947368,5.105263158,4.894736842,4.578947368,1.210526316,1.368421053,0.684210526,15.73684211
873091473ffffff,1.473684211,3.684210526,1.684210526,42.05263158,1.526315789,4.631578947,4.421052632,3.157894737,3.789473684,0.842105263,1.105263158,0.631578947,11.26315789
873091474ffffff,4.105263158,4.473684211,0.473684211,60.73684211,16.52631579,10.31578947,4.157894737,4.842105263,9.368421053,1.526315789,2.052631579,1.526315789,19.68421053
873091475ffffff,7.210526316,8.631578947,0.842105263,70.47368421,18.73684211,12.63157895,9.052631579,13.26315789,14.47368421,3,3.315789474,1.368421053,42
873091476ffffff,1.473684211,2.263157895,0.842105263,45.52631579,1.526315789,5.368421053,3.789473684,2.684210526,3.842105263,0.842105263,1,0.789473684,10.73684211
873091480ffffff,0.105263158,0.473684211,0.736842105,0.894736842,0.052631579,0,0.157894737,0.052631579,0.210526316,0,0,0.052631579,0.315789474
873091481ffffff,1.157894737,0.842105263,1.473684211,1.157894737,0.052631579,0,0.157894737,0.052631579,0.421052632,0,0,0.210526316,0.789473684
873091483ffffff,0.105263158,0.526315789,1.052631579,0.473684211,0,0.052631579,0.105263158,0,0.263157895,0.052631579,0,0.105263158,0.210526316
873091484ffffff,0.052631579,0.263157895,0.578947368,1.368421053,0.105263158,0.105263158,0.210526316,0.052631579,0.157894737,0,0,0.105263158,0.368421053
873091485ffffff,1.210526316,1.105263158,0.631578947,1.526315789,0.052631579,0.105263158,0.315789474,0.052631579,0.315789474,0,0,0.421052632,1.263157895
873091488ffffff,1.157894737,1.105263158,2.315789474,1.473684211,0.210526316,0,0.684210526,0,0.368421053,0,0,0.263157895,0.736842105
873091489ffffff,1.368421053,1.421052632,2.421052632,4,0.789473684,0.210526316,1.947368421,1.842105263,0.894736842,0.052631579,0.157894737,0.473684211,3.263157895
87309148affffff,0.210526316,0.736842105,2.526315789,3.105263158,0.368421053,0.263157895,1.052631579,0.105263158,0.631578947,0.105263158,0,0.263157895,0.421052632
87309148bffffff,0.157894737,0.894736842,2.631578947,3.368421053,0.368421053,0.157894737,1.157894737,0.105263158,0.526315789,0.052631579,0,0.210526316,0.526315789
87309148cffffff,1.210526316,1,2.210526316,1.578947368,0.157894737,0.105263158,0.315789474,0.052631579,0.526315789,0,0,0.473684211,0.894736842
87309148dffffff,1.421052632,1.526315789,2.789473684,3.842105263,0.684210526,0.315789474,1.894736842,1.842105263,1,0.052631579,0.157894737,0.684210526,3.315789474
87309148effffff,1.157894737,0.894736842,1.684210526,0.684210526,0.052631579,0.052631579,0.210526316,0,0.368421053,0.052631579,0,0.210526316,0.684210526
873091498ffffff,0.684210526,0.526315789,1.631578947,2.842105263,0.631578947,0.315789474,0.789473684,0.789473684,0.631578947,0.263157895,0.157894737,0.157894737,0.736842105
873091499ffffff,0.684210526,0.578947368,2.315789474,3.157894737,0.631578947,0.315789474,0.789473684,0.789473684,0.736842105,0.263157895,0.157894737,0.210526316,0.736842105
87309149affffff,0.684210526,0.421052632,1.210526316,2.526315789,0.578947368,0.315789474,0.684210526,0.789473684,0.631578947,0.263157895,0.157894737,0.157894737,0.736842105
87309149bffffff,0.684210526,0.526315789,1.631578947,2.736842105,0.631578947,0.315789474,0.789473684,0.789473684,0.631578947,0.263157895,0.157894737,0.157894737,0.736842105
87309149cffffff,0.052631579,0.052631579,0.842105263,0.631578947,0.052631579,0.105263158,0.157894737,0,0.157894737,0.052631579,0,0.105263158,0
87309149dffffff,0.210526316,0.789473684,2.157894737,2.842105263,0.315789474,0.263157895,0.842105263,0.105263158,0.578947368,0.105263158,0,0.210526316,0.368421053
87309149effffff,0.052631579,0.052631579,0.631578947,0.421052632,0.052631579,0.105263158,0.157894737,0,0.157894737,0.052631579,0,0.105263158,0
8730914a0ffffff,0.473684211,1.578947368,1,5.631578947,0.684210526,0.526315789,1.105263158,1.684210526,0.894736842,0.473684211,0.210526316,0.526315789,2.578947368
8730914a1ffffff,0.842105263,1.894736842,1.052631579,5.315789474,0.684210526,0.421052632,1.157894737,1.684210526,1.052631579,0.473684211,0.263157895,0.736842105,3.368421053
8730914a2ffffff,0.105263158,0.421052632,0.894736842,2.789473684,0.157894737,0.315789474,0.421052632,0.157894737,0.578947368,0.052631579,0,0.157894737,0.894736842
8730914a3ffffff,0.210526316,0.736842105,0.947368421,3.157894737,0.210526316,0.263157895,0.631578947,0.157894737,0.684210526,0.105263158,0,0.315789474,1.210526316
8730914a4ffffff,0.578947368,1.789473684,1.315789474,7.473684211,0.736842105,0.736842105,1.210526316,1.789473684,0.894736842,0.526315789,0.210526316,0.526315789,2.421052632
8730914a5ffffff,0.842105263,2.210526316,1.473684211,7.736842105,0.789473684,0.526315789,1.473684211,1.894736842,1.157894737,0.526315789,0.263157895,0.842105263,3.368421053
8730914a6ffffff,0.526315789,1.421052632,1.052631579,5.368421053,0.736842105,0.684210526,0.947368421,1.631578947,0.894736842,0.421052632,0.210526316,0.368421053,2.210526316
8730914a8ffffff,1.736842105,1.894736842,1.578947368,2.631578947,0.157894737,0.315789474,0.684210526,0.052631579,0.684210526,0.052631579,0.052631579,1.105263158,2.631578947
8730914a9ffffff,1.578947368,2.210526316,2.052631579,3,0.210526316,0.157894737,0.842105263,0.052631579,0.736842105,0,0.052631579,1,2.368421053
8730914aaffffff,1.263157895,1.263157895,1.473684211,1.947368421,0.105263158,0.210526316,0.315789474,0.052631579,0.526315789,0,0,0.789473684,1.368421053
8730914abffffff,1.210526316,1.631578947,2.210526316,2,0.210526316,0.105263158,0.684210526,0.052631579,0.684210526,0,0,0.789473684,1.263157895
8730914acffffff,1.684210526,1.684210526,1.052631579,4.052631579,0.157894737,0.473684211,0.789473684,0.157894737,0.947368421,0.105263158,0.052631579,1.263157895,2.947368421
8730914adffffff,1.789473684,2.157894737,1.368421053,3.578947368,0.157894737,0.368421053,0.842105263,0.052631579,0.631578947,0.052631579,0.052631579,1.157894737,2.421052632
8730914aeffffff,1.789473684,1.736842105,1.105263158,3.315789474,0.157894737,0.421052632,0.684210526,0.157894737,0.947368421,0.105263158,0.052631579,0.894736842,2.789473684
8730914b0ffffff,0.052631579,0.157894737,0.210526316,0.315789474,0.105263158,0.105263158,0.210526316,0,0.105263158,0,0,0,0
8730914b4ffffff,0.157894737,0.684210526,0.736842105,1.263157895,0.315789474,0.473684211,0.368421053,0.157894737,0.210526316,0.052631579,0.052631579,0.105263158,0.368421053
8730914b5ffffff,0.157894737,0.526315789,0.631578947,0.684210526,0.157894737,0.368421053,0.210526316,0,0.263157895,0,0,0.052631579,0.105263158
8730914b6ffffff,0.052631579,0.052631579,0.473684211,0.263157895,0.105263158,0.157894737,0.210526316,0,0.157894737,0,0,0.052631579,0
8730914c0ffffff,0.368421053,1.105263158,1.789473684,9.157894737,1.052631579,0.631578947,3.210526316,2,1.210526316,0.052631579,0.157894737,0.315789474,2.894736842
8730914c1ffffff,5.526315789,1.789473684,1.947368421,7.526315789,1.105263158,0.947368421,2.789473684,2.736842105,1.947368421,0.684210526,1.157894737,0.157894737,9.263157895
8730914c2ffffff,0.368421053,1.421052632,2.052631579,7.947368421,0.947368421,0.526315789,2.894736842,2,1,0.052631579,0.157894737,0.421052632,2.947368421
8730914c3ffffff,2.473684211,1.473684211,1.842105263,6.052631579,1.052631579,0.736842105,2.105263158,2.684210526,1.894736842,0.473684211,0.368421053,0.315789474,7.263157895
8730914c4ffffff,1.736842105,1.789473684,1.947368421,17,1.736842105,1.157894737,3.631578947,4.157894737,2.526315789,0.368421053,0.473684211,0.421052632,8.105263158
8730914c5ffffff,1.473684211,1.578947368,1.842105263,22.78947368,0.631578947,1.210526316,2.157894737,0.368421053,1.315789474,0.210526316,0.894736842,0.052631579,3.526315789
8730914c6ffffff,0.315789474,1.157894737,2.263157895,8.368421053,1,0.473684211,3.157894737,2,1.105263158,0.052631579,0.157894737,0.368421053,3
8730914c8ffffff,7.263157895,2.210526316,1.473684211,5,1.368421053,1.263157895,2.052631579,2.842105263,2.578947368,1,1.210526316,0.157894737,11.47368421
8730914c9ffffff,7.263157895,2.105263158,1.368421053,5.421052632,1.315789474,1.263157895,2.368421053,2.842105263,2.526315789,1,1.210526316,0.210526316,11.47368421
8730914caffffff,5.473684211,1.684210526,1.578947368,3.842105263,1.105263158,0.894736842,1.526315789,2.736842105,2.578947368,0.684210526,0.421052632,0.315789474,9.368421053
8730914cbffffff,5.631578947,1.631578947,1.421052632,4.526315789,1.526315789,0.947368421,1.526315789,2.894736842,2.736842105,0.842105263,0.421052632,0.157894737,9.631578947
